task_id,text,code,test_list,test_setup_code,challenge_test_list,function_name,codegen_prompt,pred_code
279,Write a function to find the nth decagonal number.,"def is_num_decagonal(n): 
	return 4 * n * n - 3 * n ","['assert is_num_decagonal(3) == 27' 'assert is_num_decagonal(7) == 175'
 'assert is_num_decagonal(10) == 370']",,[],is_num_decagonal,"
<question>
Write a function to find the nth decagonal number.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: is_num_decagonal</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def is_num_decagonal(n):
    """"""
    A function to find the nth decagonal number.
    
    A decagonal number or 10-gonal number is a figurate number that represents a decagon. 
    The formula to calculate the nth decagonal number is given by: 
    n*(5*dec_num - 5*dec_num^0 + 4) which simplifies to n*(4*dec_num + n - 1)

    Parameters:
    n (int): The position of the decagonal number.

    Returns:
    int: The nth decagonal number.
    """"""
    decagonal_num = n*(4*n - 3)
    return decagonal_num"
280,Write a function to search an element in the given array by using sequential search.,"def sequential_search(dlist, item):
    pos = 0
    found = False
    while pos < len(dlist) and not found:
        if dlist[pos] == item:
            found = True
        else:
            pos = pos + 1
    return found, pos","['assert sequential_search([11,23,58,31,56,77,43,12,65,19],31) == (True, 3)'
 'assert sequential_search([12, 32, 45, 62, 35, 47, 44, 61],61) == (True, 7)'
 'assert sequential_search([9, 10, 17, 19, 22, 39, 48, 56],48) == (True, 6)']",,[],sequential_search,"
<question>
Write a function to search an element in the given array by using sequential search.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: sequential_search</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def sequential_search(array, target):
    """"""
    Searches for an element in the given array using sequential search.

    Args:
        array (list): The list of elements to search through.
        target: The element to search for.

    Returns:
        int: The index of the target element if found, -1 otherwise.
    """"""
    for index in range(len(array)):
        if array[index] == target:
            return index
    return -1"
281,Write a python function to check if the elements of a given list are unique or not.,"def all_unique(test_list):
    if len(test_list) > len(set(test_list)):
        return False
    return True","['assert all_unique([1,2,3]) == True'
 'assert all_unique([1,2,1,2]) == False'
 'assert all_unique([1,2,3,4,5]) == True']",,[],all_unique,"
<question>
Write a python function to check if the elements of a given list are unique or not.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: all_unique</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def all_unique(lst):
    return len(lst) == len(set(lst))"
282,Write a function to substaract two lists using map and lambda function.,"def sub_list(nums1,nums2):
  result = map(lambda x, y: x - y, nums1, nums2)
  return list(result)","['assert sub_list([1, 2, 3],[4,5,6])==[-3,-3,-3]'
 'assert sub_list([1,2],[3,4])==[-2,-2]'
 'assert sub_list([90,120],[50,70])==[40,50]']",,[],sub_list,"
<question>
Write a function to substaract two lists using map and lambda function.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: sub_list</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def sub_list(list1, list2):
    """"""
    Subtract the corresponding elements of two lists using map and lambda function.
    
    Args:
        list1 (list): The first list.
        list2 (list): The second list.
    
    Returns:
        list: A new list containing the difference between corresponding elements of list1 and list2.
    """"""

    # Use map and lambda function to subtract corresponding elements of two lists
    result = list(map(lambda x, y: x - y, list1, list2))
    return result"
283,Write a python function to check whether the frequency of each digit is less than or equal to the digit itself.,"def validate(n): 
    for i in range(10): 
        temp = n;  
        count = 0; 
        while (temp): 
            if (temp % 10 == i): 
                count+=1;  
            if (count > i): 
                return False
            temp //= 10; 
    return True","['assert validate(1234) == True' 'assert validate(51241) == False'
 'assert validate(321) == True']",,[],validate,"
<question>
Write a python function to check whether the frequency of each digit is less than or equal to the digit itself.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: validate</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def validate(s):
    """"""
    This function checks whether the frequency of each digit in a string is less than or equal to the digit itself.

    Parameters:
    s (str): The input string containing only digits.

    Returns:
    bool: True if the frequency of each digit is less than or equal to the digit itself, False otherwise.
    """"""
    # Create a dictionary to store the frequency of each digit
    freq = {}
    
    # Iterate over each character in the string
    for char in s:
        # Check if the character is a digit
        if char.isdigit():
            # If the digit is already in the dictionary, increment its frequency
            if char in freq:
                freq[char] += 1
            # If the digit is not in the dictionary, add it with a frequency of 1
            else:
                freq[char] = 1
        # If the character is not a digit, raise an error
        else:
            raise ValueError(""Input string should only contain digits"")
    
    # Iterate over each digit and its frequency in the dictionary
    for digit, frequency in freq.items():
        # Check if the frequency is greater than the digit itself
        if frequency > int(digit):
            # If the frequency is greater, return False
            return False
    
    # If the function hasn't returned False by now, all frequencies are less than or equal to the digits themselves
    return True"
284,Write a function to check whether all items of a list are equal to a given string.,"def check_element(list,element):
  check_element=all(v== element for v in list)
  return check_element","['assert check_element([""green"", ""orange"", ""black"", ""white""],\'blue\')==False'
 'assert check_element([1,2,3,4],7)==False'
 'assert check_element([""green"", ""green"", ""green"", ""green""],\'green\')==True']",,[],check_element,"
<question>
Write a function to check whether all items of a list are equal to a given string.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: check_element</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def check_element(my_list, target_string):
    """"""
    Checks whether all items in a list are equal to a given string.

    Args:
        my_list (list): The list to be checked.
        target_string (str): The target string.

    Returns:
        bool: True if all items in the list are equal to the target string, False otherwise.
    """"""
    return all(element == target_string for element in my_list)"
285,Write a function that matches a string that has an a followed by two to three 'b'.,"import re
def text_match_two_three(text):
        patterns = 'ab{2,3}'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')","['assert text_match_two_three(""ac"")==(\'Not matched!\')'
 'assert text_match_two_three(""dc"")==(\'Not matched!\')'
 'assert text_match_two_three(""abbbba"")==(\'Found a match!\')']",,[],text_match_two_three,"
<question>
Write a function that matches a string that has an a followed by two to three 'b'.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: text_match_two_three</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","import re

def text_match_two_three(input_string):
    pattern = r'ab{2,3}'
    return bool(re.search(pattern, input_string))"
286,Write a function to find the largest sum of contiguous array in the modified array which is formed by repeating the given array k times.,"def max_sub_array_sum_repeated(a, n, k): 
	max_so_far = -2147483648
	max_ending_here = 0
	for i in range(n*k): 
		max_ending_here = max_ending_here + a[i%n] 
		if (max_so_far < max_ending_here): 
			max_so_far = max_ending_here 
		if (max_ending_here < 0): 
			max_ending_here = 0
	return max_so_far","['assert max_sub_array_sum_repeated([10, 20, -30, -1], 4, 3) == 30'
 'assert max_sub_array_sum_repeated([-1, 10, 20], 3, 2) == 59'
 'assert max_sub_array_sum_repeated([-1, -2, -3], 3, 3) == -1']",,[],max_sub_array_sum_repeated,"
<question>
Write a function to find the largest sum of contiguous array in the modified array which is formed by repeating the given array k times.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: max_sub_array_sum_repeated</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def max_sub_array_sum_repeated(nums, k):
    """"""
    This function calculates the maximum sum of contiguous subarray 
    in the repeated version of the given array.
    
    Args:
    nums (list): The list of integers in the array.
    k (int): The number of times the array is repeated.
    
    Returns:
    int: The maximum sum of contiguous subarray.
    """"""
    
    # Calculate the total sum of the array
    total_sum = sum(nums)
    
    # If the array is empty, return 0
    if not nums:
        return 0
    
    # If k is 1, the problem becomes a standard maximum subarray problem
    if k == 1:
        return max_subarray_sum(nums)
    
    # If total_sum is negative, the maximum sum will be the maximum subarray sum of one repetition
    if total_sum < 0:
        return max_subarray_sum(nums)
    
    # If total_sum is non-negative, the maximum sum will be the total sum of all repetitions 
    # minus the minimum subarray sum of one repetition
    else:
        return (k - 2) * total_sum + max_subarray_sumExtended(nums, min_subarray_sum(nums))


def max_subarray_sum(nums):
    """"""
    This function calculates the maximum sum of contiguous subarray 
    in the given array using Kadane's algorithm.
    
    Args:
    nums (list): The list of integers in the array.
    
    Returns:
    int: The maximum sum of contiguous subarray.
    """"""
    
    max_sum = float('-inf')
    current_sum = 0
    
    for num in nums:
        current_sum = max(num, current_sum + num)
        max_sum = max(max_sum, current_sum)
    
    return max_sum


def min_subarray_sum(nums):
    """"""
    This function calculates the minimum sum of contiguous subarray 
    in the given array.
    
    Args:
    nums (list): The list of integers in the array.
    
    Returns:
    int: The minimum sum of contiguous subarray.
    """"""
    
    min_sum = float('inf')
    current_sum = 0
    
    for num in nums:
        current_sum = min(num, current_sum + num)
        min_sum = min(min_sum, current_sum)
    
    return min_sum


def max_subarray_sumExtended(nums, min_sum):
    """"""
    This function calculates the maximum sum of contiguous"
287,Write a python function to find the sum of squares of first n even natural numbers.,"def square_Sum(n):  
    return int(2*n*(n+1)*(2*n+1)/3)","['assert square_Sum(2) == 20' 'assert square_Sum(3) == 56'
 'assert square_Sum(4) == 120']",,[],square_Sum,"
<question>
Write a python function to find the sum of squares of first n even natural numbers.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: square_Sum</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def square_Sum(n):
    """"""
    This function calculates the sum of squares of the first n even natural numbers.
    
    Args:
    n (int): A positive integer representing the number of even natural numbers.
    
    Returns:
    int: The sum of squares of the first n even natural numbers.
    """"""
    sum_of_squares = 0
    for i in range(n):
        # Calculate the ith even natural number
        even_number = 2 * (i + 1)
        
        # Add the square of the even number to the sum
        sum_of_squares += even_number ** 2
    
    return sum_of_squares"
288,Write a function to count array elements having modular inverse under given prime number p equal to itself.,"def modular_inverse(arr, N, P):
	current_element = 0
	for i in range(0, N):
		if ((arr[i] * arr[i]) % P == 1):
			current_element = current_element + 1
	return current_element","['assert modular_inverse([ 1, 6, 4, 5 ], 4, 7) == 2'
 'assert modular_inverse([1, 3, 8, 12, 12], 5, 13) == 3'
 'assert modular_inverse([2, 3, 4, 5], 4, 6) == 1']",,[],modular_inverse,"
<question>
Write a function to count array elements having modular inverse under given prime number p equal to itself.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: modular_inverse</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def modular_inverse(arr, p):
    """"""
    Counts array elements having modular inverse under given prime number p equal to itself.

    Parameters:
    arr (list): The input array.
    p (int): The prime number.

    Returns:
    int: The count of array elements having modular inverse under given prime number p equal to itself.
    """"""
    def is_prime(n):
        if n <= 1:
            return False
        if n <= 3:
            return True
        if n % 2 == 0 or n % 3 == 0:
            return False
        i = 5
        while i * i <= n:
            if n % i == 0 or n % (i + 2) == 0:
                return False
            i += 6
        return True

    if not is_prime(p):
        raise ValueError(""p must be a prime number"")

    count = 0
    for num in arr:
        # A number is its own modular inverse if and only if it is 1 or -1 modulo p
        if num % p == 1 or num % p == p - 1:
            count += 1

    return count"
289,Write a python function to calculate the number of odd days in a given year.,"def odd_Days(N): 
    hund1 = N // 100
    hund4 = N // 400
    leap = N >> 2
    ordd = N - leap 
    if (hund1): 
        ordd += hund1 
        leap -= hund1 
    if (hund4): 
        ordd -= hund4 
        leap += hund4 
    days = ordd + leap * 2
    odd = days % 7
    return odd ","['assert odd_Days(100) == 5' 'assert odd_Days(50) ==6'
 'assert odd_Days(75) == 2']",,[],odd_Days,"
<question>
Write a python function to calculate the number of odd days in a given year.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: odd_Days</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def odd_Days(year):
    odd_days_count = 0
    if year % 4 == 0 and (year % 100 != 0 or year % 400 == 0):
        month_days = [31, 29, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]
    else:
        month_days = [31, 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]

    for days in month_days:
        if days % 2 != 0:
            odd_days_count += 1

    return odd_days_count"
290,Write a function to find the list of lists with maximum length.,"def max_length(list1):
    max_length = max(len(x) for x in  list1 )  
    max_list = max((x) for x in   list1)
    return(max_length, max_list)","['assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]])==(3, [13, 15, 17])'
 'assert max_length([[1], [5, 7], [10, 12, 14,15]])==(4, [10, 12, 14,15])'
 'assert max_length([[5], [15,20,25]])==(3, [15,20,25])']",,[],max_length,"
<question>
Write a function to find the list of lists with maximum length.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: max_length</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def max_length(nested_list):
    """"""
    This function returns the list with the maximum length from a nested list.
    
    Args:
        nested_list (list): A list of lists.
    
    Returns:
        list or None: The list with the maximum length, or None if the input list is empty.
    """"""
    if not nested_list:
        return None
    return max(nested_list, key=len)"
291,Write a function to find out the number of ways of painting the fence such that at most 2 adjacent posts have the same color for the given fence with n posts and k colors.,"def count_no_of_ways(n, k): 
	dp = [0] * (n + 1) 
	total = k 
	mod = 1000000007
	dp[1] = k 
	dp[2] = k * k	 
	for i in range(3,n+1): 
		dp[i] = ((k - 1) * (dp[i - 1] + dp[i - 2])) % mod 
	return dp[n]","['assert count_no_of_ways(2, 4) == 16'
 'assert count_no_of_ways(3, 2) == 6'
 'assert count_no_of_ways(4, 4) == 228']",,[],count_no_of_ways,"
<question>
Write a function to find out the number of ways of painting the fence such that at most 2 adjacent posts have the same color for the given fence with n posts and k colors.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: count_no_of_ways</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def count_no_of_ways(n, k):
    """"""
    Calculate the number of ways of painting a fence with n posts and k colors
    such that at most 2 adjacent posts have the same color.
    
    Args:
        n (int): The number of posts in the fence.
        k (int): The number of available colors.
    
    Returns:
        int: The number of valid ways to paint the fence.
    """"""
    
    if n == 0:
        return 0
    
    # Create a table to store the results of subproblems
    ways = [[0 for _ in range(k + 1)] for _ in range(n + 1)]
    
    # Base case: one post, k ways
    for i in range(1, k + 1):
        ways[1][i] = i
    
    # Two posts, k * k ways
    for i in range(1, k + 1):
        ways[2][i] = i * k
    
    # Three posts or more
    for i in range(3, n + 1):
        for j in range(1, k + 1):
            # Exclusive OR of all previous colors
            ex_or = 0
            for p in range(1, k + 1):
                if p != j:
                    ex_or = ex_or ^ 1
            
            # If at least one previous color is different, it's a valid choice
            if ex_or > 0:
                for p in range(1, k + 1):
                    ways[i][j] += ways[i - 1][p]
    
    # Sum up the results of all subproblems to get the final answer
    result = 0
    for i in range(1, k + 1):
        result += ways[n][i]
    
    return result"
292,Write a python function to find quotient of two numbers.,"def find(n,m):  
    q = n//m 
    return (q)","['assert find(10,3) == 3' 'assert find(4,2) == 2' 'assert find(20,5) == 4']",,[],find,"
<question>
Write a python function to find quotient of two numbers.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: find</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def find(dividend, divisor):
    """"""
    Function to calculate the quotient of two numbers.

    Args:
    dividend (float): The number being divided.
    divisor (float): The number by which we are dividing.

    Returns:
    float: The quotient of dividend and divisor.
    """"""

    # Check if the divisor is zero to avoid ZeroDivisionError
    if divisor == 0:
        raise ZeroDivisionError(""Cannot divide by zero."")

    # Calculate the quotient
    quotient = dividend / divisor

    # Return the quotient
    return quotient"
293,Write a function to find the third side of a right angled triangle.,"import math
def otherside_rightangle(w,h):
  s=math.sqrt((w*w)+(h*h))
  return s","['assert otherside_rightangle(7,8)==10.63014581273465'
 'assert otherside_rightangle(3,4)==5'
 'assert otherside_rightangle(7,15)==16.55294535724685']",,[],otherside_rightangle,"
<question>
Write a function to find the third side of a right angled triangle.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: otherside_rightangle</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","import math

def otherside_rightangle(a, b):
    # Check if a or b is zero to avoid ZeroDivisionError
    if a == 0 and b != 0:
        return b
    elif b == 0 and a != 0:
        return a
    else:
        return math.sqrt(a**2 + b**2)"
294,Write a function to find the maximum value in a given heterogeneous list.,"def max_val(listval):
     max_val = max(i for i in listval if isinstance(i, int)) 
     return(max_val)","[""assert max_val(['Python', 3, 2, 4, 5, 'version'])==5""
 ""assert max_val(['Python', 15, 20, 25])==25""
 ""assert max_val(['Python', 30, 20, 40, 50, 'version'])==50""]",,[],max_val,"
<question>
Write a function to find the maximum value in a given heterogeneous list.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: max_val</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def max_val(lst):
    """"""
    This function finds the maximum value in a heterogeneous list.
    
    Args:
        lst (list): A list containing different types of values.
    
    Returns:
        The maximum value found in the list, or None if the list is empty.
    """"""
    numeric_values = [x for x in lst if isinstance(x, (int, float))]
    if numeric_values:
        return max(numeric_values)
    else:
        return None"
295,Write a function to return the sum of all divisors of a number.,"def sum_div(number):
    divisors = [1]
    for i in range(2, number):
        if (number % i)==0:
            divisors.append(i)
    return sum(divisors)",['assert sum_div(8)==7' 'assert sum_div(12)==16' 'assert sum_div(7)==1'],,[],sum_div,"
<question>
Write a function to return the sum of all divisors of a number.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: sum_div</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def sum_div(n):
    """"""
    This function calculates the sum of all divisors of a number.
    
    Args:
        n (int): The number for which the sum of divisors is calculated.
    
    Returns:
        int: The sum of all divisors of n.
    """"""
    divisor_sum = 0
    for i in range(1, n + 1):
        if n % i == 0:
            divisor_sum += i
    return divisor_sum
```

Alternatively, you can use a more Pythonic way to achieve this:

```python
def sum_div(n):
    """"""
    This function calculates the sum of all divisors of a number.
    
    Args:
        n (int): The number for which the sum of divisors is calculated.
    
    Returns:
        int: The sum of all divisors of n.
    """"""
    return sum(i for i in range(1, n + 1) if n % i == 0)"
296,Write a python function to count inversions in an array.,"def get_Inv_Count(arr,n): 
    inv_count = 0
    for i in range(n): 
        for j in range(i + 1,n): 
            if (arr[i] > arr[j]): 
                inv_count += 1
    return inv_count ","['assert get_Inv_Count([1,20,6,4,5],5) == 5'
 'assert get_Inv_Count([1,2,1],3) == 1'
 'assert get_Inv_Count([1,2,5,6,1],5) == 3']",,[],get_Inv_Count,"
<question>
Write a python function to count inversions in an array.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: get_Inv_Count</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def mergeSort(arr):
    if len(arr) <= 1:
        return arr, 0
    mid = len(arr) // 2
    left, a = mergeSort(arr[:mid])
    right, b = mergeSort(arr[mid:])
    result, c = merge(left, right)
    return result, (a + b + c)


def merge(left, right):
    result = []
    count = 0
    i = j = 0
    while i < len(left) and j < len(right):
        if left[i] <= right[j]:
            result.append(left[i])
            i += 1
        else:
            result.append(right[j])
            count += len(left) - i
            j += 1
    result += left[i:]
    result += right[j:]
    return result, count


def get_Inv_Count(arr):
    return mergeSort(arr)[1]"
297,Write a function to flatten a given nested list structure.,"def flatten_list(list1):
    result_list = []
    if not list1: return result_list
    stack = [list(list1)]
    while stack:
        c_num = stack.pop()
        next = c_num.pop()
        if c_num: stack.append(c_num)
        if isinstance(next, list):
            if next: stack.append(list(next))
        else: result_list.append(next)
    result_list.reverse()
    return result_list ","['assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]])==[0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]'
 'assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]])==[10, 20, 40, 30, 56, 25, 10, 20, 33, 40]'
 'assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]])==[1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]']",,[],flatten_list,"
<question>
Write a function to flatten a given nested list structure.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: flatten_list</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def flatten_list(nested_list):
    """"""
    This function takes a nested list as input and returns a flattened list.
    """"""
    flat_list = []  # Initialize an empty list to store the flattened elements
    for element in nested_list:  # Iterate over each element in the nested list
        if isinstance(element, list):  # Check if the element is a list
            flat_list.extend(flatten_list(element))  # If it's a list, recursively call the function and extend the flat list
        else:
            flat_list.append(element)  # If it's not a list, append it to the flat list
    return flat_list  # Return the flattened list"
298,Write a function to find the nested list elements which are present in another list.,"def intersection_nested_lists(l1, l2):
    result = [[n for n in lst if n in l1] for lst in l2]
    return result","['assert intersection_nested_lists( [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14],[[12, 18, 23, 25, 45], [7, 11, 19, 24, 28], [1, 5, 8, 18, 15, 16]])==[[12], [7, 11], [1, 5, 8]]'
 'assert intersection_nested_lists([[2, 3, 1], [4, 5], [6, 8]], [[4, 5], [6, 8]])==[[], []]'
 ""assert intersection_nested_lists(['john','amal','joel','george'],[['john'],['jack','john','mary'],['howard','john'],['jude']])==[['john'], ['john'], ['john'], []]""]",,[],intersection_nested_lists,"
<question>
Write a function to find the nested list elements which are present in another list.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: intersection_nested_lists</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def intersection_nested_lists(list1, list2):
    """"""
    This function finds the elements of a nested list which are present in another list.
    
    Args:
        list1 (list): The nested list.
        list2 (list): The list to check against.

    Returns:
        list: A list of elements present in both input lists.
    """"""
    result = []
    for i in list1:
        if isinstance(i, list):
            result.extend(intersection_nested_lists(i, list2))
        elif i in list2:
            result.append(i)
    return result"
299,Write a function to calculate the maximum aggregate from the list of tuples.,"from collections import defaultdict
def max_aggregate(stdata):
    temp = defaultdict(int)
    for name, marks in stdata:
        temp[name] += marks
    return max(temp.items(), key=lambda x: x[1])","[""assert max_aggregate([('Juan Whelan',90),('Sabah Colley',88),('Peter Nichols',7),('Juan Whelan',122),('Sabah Colley',84)])==('Juan Whelan', 212)""
 ""assert max_aggregate([('Juan Whelan',50),('Sabah Colley',48),('Peter Nichols',37),('Juan Whelan',22),('Sabah Colley',14)])==('Juan Whelan', 72)""
 ""assert max_aggregate([('Juan Whelan',10),('Sabah Colley',20),('Peter Nichols',30),('Juan Whelan',40),('Sabah Colley',50)])==('Sabah Colley', 70)""]",,[],max_aggregate,"
<question>
Write a function to calculate the maximum aggregate from the list of tuples.
</question>

<additional_instructions>
    <instruction>The name of the function of your program that serves as the entry point should be named: max_aggregate</instruction>
    <instruction>The output format should be a valid Python code. </instruction>
    <instruction>Do not include any unit tests or example usage.</instruction>
    <instruction>Do not include any uncommented non-code text that will crash the program when it's ran.</instruction>
</additional_instructions>
","def max_aggregate(lst):
    if not lst:
        return 0
    
    max_sum = float('-inf')
    for tup in lst:
        tup_sum = sum(tup)
        max_sum = max(max_sum, tup_sum)
    
    return max_sum"
